Folder,Time,Avg Voltage,Avg Current,Heat input,Travel Speed,Wire Feed Rate
Test1_160A_20TS_160WFR,0.12,16.663,144.41,12.03151915,20,160
Test1_160A_20TS_160WFR,0.22,16.37,151.86,12.429741000000002,20,160
Test1_160A_20TS_160WFR,0.32,16.169,155.03,12.53340035,20,160
Test1_160A_20TS_160WFR,0.42,16.041,156.25,12.53203125,20,160
Test1_160A_20TS_160WFR,0.52,15.949,156.62,12.489661900000002,20,160
Test1_160A_20TS_160WFR,0.62,15.894,156.62,12.4465914,20,160
Test1_160A_20TS_160WFR,0.72,15.748,156.38,12.3133612,20,160
Test1_160A_20TS_160WFR,0.82,15.51,156.25,12.1171875,20,160
Test1_160A_20TS_160WFR,0.92,15.253,156.38,11.926320699999998,20,160
Test1_160A_20TS_160WFR,1.02,15.107,156.38,11.8121633,20,160
Test1_160A_20TS_160WFR,1.12,15.015,156.38,11.7402285,20,160
Test1_160A_20TS_160WFR,1.22,14.924,156.38,11.6690756,20,160
Test1_160A_20TS_160WFR,1.32,14.777,156.5,11.5630025,20,160
Test1_160A_20TS_160WFR,1.42,14.667,156.5,11.4769275,20,160
Test1_160A_20TS_160WFR,1.52,14.557,156.5,11.3908525,20,160
Test1_160A_20TS_160WFR,1.62,14.466,156.62,11.3283246,20,160
Test1_160A_20TS_160WFR,1.72,14.393,156.62,11.271158300000002,20,160
Test1_160A_20TS_160WFR,1.82,14.356,156.62,11.2421836,20,160
Test1_160A_20TS_160WFR,1.92,14.338,156.62,11.2280878,20,160
Test1_160A_20TS_160WFR,2.02,14.338,156.62,11.2280878,20,160
Test1_160A_20TS_160WFR,2.12,14.319,156.62,11.2132089,20,160
Test1_160A_20TS_160WFR,2.22,14.283,156.62,11.1850173,20,160
Test1_160A_20TS_160WFR,2.32,14.264,156.62,11.1701384,20,160
Test1_160A_20TS_160WFR,2.42,14.264,156.74,11.1786968,20,160
Test1_160A_20TS_160WFR,2.52,14.264,156.74,11.1786968,20,160
Test1_160A_20TS_160WFR,2.62,14.283,156.74,11.1935871,20,160
Test1_160A_20TS_160WFR,2.72,14.301,156.62,11.1991131,20,160
Test1_160A_20TS_160WFR,2.82,14.319,156.62,11.2132089,20,160
Test1_160A_20TS_160WFR,2.92,14.484,156.62,11.342420400000002,20,160
Test1_160A_20TS_160WFR,3.02,14.686,156.62,11.5006066,20,160
Test1_160A_20TS_160WFR,3.12,14.704,156.5,11.50588,20,160
Test1_160A_20TS_160WFR,3.22,14.795,156.5,11.5770875,20,160
Test1_160A_20TS_160WFR,3.32,14.759,156.5,11.5489175,20,160
Test1_160A_20TS_160WFR,3.42,14.832,156.5,11.60604,20,160
Test1_160A_20TS_160WFR,3.52,14.777,156.5,11.5630025,20,160
Test1_160A_20TS_160WFR,3.62,14.832,156.5,11.60604,20,160
Test1_160A_20TS_160WFR,3.72,14.869,156.5,11.6349925,20,160
Test1_160A_20TS_160WFR,3.82,14.814,156.5,11.591955,20,160
Test1_160A_20TS_160WFR,3.92,14.722,156.62,11.5287982,20,160
Test1_160A_20TS_160WFR,4.02,14.759,156.62,11.5577729,20,160
Test1_160A_20TS_160WFR,4.12,14.85,156.5,11.620125,20,160
Test1_160A_20TS_160WFR,4.22,14.832,156.5,11.60604,20,160
Test1_160A_20TS_160WFR,4.32,14.887,156.5,11.6490775,20,160
Test1_160A_20TS_160WFR,4.42,14.997,156.5,11.7351525,20,160
Test1_160A_20TS_160WFR,4.52,14.997,156.38,11.7261543,20,160
Test1_160A_20TS_160WFR,4.62,14.96,156.38,11.697224,20,160
Test1_160A_20TS_160WFR,4.72,14.942,156.38,11.6831498,20,160
Test1_160A_20TS_160WFR,4.82,14.887,156.5,11.6490775,20,160
Test1_160A_20TS_160WFR,4.92,14.978,156.5,11.720285,20,160
Test1_160A_20TS_160WFR,5.02,14.924,156.38,11.6690756,20,160
Test1_160A_20TS_160WFR,5.12,14.722,156.5,11.519965,20,160
Test1_160A_20TS_160WFR,5.22,14.704,156.5,11.50588,20,160
Test1_160A_20TS_160WFR,5.32,14.869,156.38,11.6260711,20,160
Test1_160A_20TS_160WFR,5.42,14.942,156.38,11.6831498,20,160
Test1_160A_20TS_160WFR,5.52,14.704,156.5,11.50588,20,160
Test1_160A_20TS_160WFR,5.62,14.594,156.5,11.419804999999998,20,160
Test1_160A_20TS_160WFR,5.72,14.74,156.5,11.53405,20,160
Test1_160A_20TS_160WFR,5.82,14.85,156.5,11.620125,20,160
Test1_160A_20TS_160WFR,5.92,14.832,156.38,11.5971408,20,160
Test1_160A_20TS_160WFR,6.02,14.887,156.38,11.6401453,20,160
Test1_160A_20TS_160WFR,6.12,14.85,156.38,11.611215,20,160
Test1_160A_20TS_160WFR,6.22,14.887,156.38,11.6401453,20,160
Test1_160A_20TS_160WFR,6.32,14.832,156.38,11.5971408,20,160
Test1_160A_20TS_160WFR,6.42,14.85,156.38,11.611215,20,160
Test1_160A_20TS_160WFR,6.52,14.85,156.38,11.611215,20,160
Test1_160A_20TS_160WFR,6.62,14.74,156.38,11.525206,20,160
Test1_160A_20TS_160WFR,6.72,14.686,156.5,11.491795,20,160
Test1_160A_20TS_160WFR,6.82,14.594,156.5,11.419804999999998,20,160
Test1_160A_20TS_160WFR,6.92,14.576,156.5,11.40572,20,160
Test1_160A_20TS_160WFR,7.02,14.612,156.5,11.433889999999998,20,160
Test1_160A_20TS_160WFR,7.12,14.74,156.5,11.53405,20,160
Test1_160A_20TS_160WFR,7.22,14.777,156.38,11.5541363,20,160
Test1_160A_20TS_160WFR,7.32,14.686,156.5,11.491795,20,160
Test1_160A_20TS_160WFR,7.42,14.686,156.5,11.491795,20,160
Test1_160A_20TS_160WFR,7.52,14.74,156.5,11.53405,20,160
Test1_160A_20TS_160WFR,7.62,14.704,156.5,11.50588,20,160
Test1_160A_20TS_160WFR,7.72,14.832,156.5,11.60604,20,160
Test1_160A_20TS_160WFR,7.82,14.612,156.62,11.4426572,20,160
Test1_160A_20TS_160WFR,7.92,14.667,156.5,11.4769275,20,160
Test1_160A_20TS_160WFR,8.02,14.686,156.5,11.491795,20,160
Test1_160A_20TS_160WFR,8.12,14.74,156.5,11.53405,20,160
Test1_160A_20TS_160WFR,8.22,14.777,156.5,11.5630025,20,160
Test1_160A_20TS_160WFR,8.32,14.85,156.38,11.611215,20,160
Test1_160A_20TS_160WFR,8.42,14.795,156.5,11.5770875,20,160
Test1_160A_20TS_160WFR,8.52,14.832,156.5,11.60604,20,160
Test1_160A_20TS_160WFR,8.62,14.832,156.5,11.60604,20,160
Test1_160A_20TS_160WFR,8.72,14.777,156.62,11.5718687,20,160
Test1_160A_20TS_160WFR,8.82,14.722,156.62,11.5287982,20,160
Test1_160A_20TS_160WFR,8.92,14.814,156.5,11.591955,20,160
Test1_160A_20TS_160WFR,9.02,14.832,156.5,11.60604,20,160
Test1_160A_20TS_160WFR,9.12,14.777,156.5,11.5630025,20,160
Test1_160A_20TS_160WFR,9.22,14.722,156.62,11.5287982,20,160
Test1_160A_20TS_160WFR,9.32,14.576,156.62,11.414465600000002,20,160
Test1_160A_20TS_160WFR,9.42,14.667,156.5,11.4769275,20,160
Test1_160A_20TS_160WFR,9.52,14.667,156.5,11.4769275,20,160
Test1_160A_20TS_160WFR,9.62,14.832,156.5,11.60604,20,160
Test1_160A_20TS_160WFR,9.72,14.832,156.5,11.60604,20,160
Test1_160A_20TS_160WFR,9.82,14.612,156.5,11.433889999999998,20,160
Test1_160A_20TS_160WFR,9.92,14.631,156.5,11.4487575,20,160
Test1_160A_20TS_160WFR,10.02,14.722,156.5,11.519965,20,160
Test1_160A_20TS_160WFR,10.12,14.814,156.5,11.591955,20,160
Test1_160A_20TS_160WFR,10.22,14.667,156.5,11.4769275,20,160
Test1_160A_20TS_160WFR,10.32,14.686,156.5,11.491795,20,160
Test1_160A_20TS_160WFR,10.42,14.74,156.5,11.53405,20,160
Test1_160A_20TS_160WFR,10.52,14.777,156.5,11.5630025,20,160
Test1_160A_20TS_160WFR,10.62,14.612,156.62,11.4426572,20,160
Test1_160A_20TS_160WFR,10.72,14.594,156.62,11.4285614,20,160
Test1_160A_20TS_160WFR,10.82,14.557,156.5,11.3908525,20,160
Test1_160A_20TS_160WFR,10.92,14.612,156.5,11.433889999999998,20,160
Test1_160A_20TS_160WFR,11.02,14.722,156.62,11.5287982,20,160
Test1_160A_20TS_160WFR,11.12,14.667,156.62,11.4857277,20,160
Test1_160A_20TS_160WFR,11.22,14.576,156.62,11.414465600000002,20,160
Test1_160A_20TS_160WFR,11.32,14.521,156.62,11.371395100000004,20,160
Test1_160A_20TS_160WFR,11.42,14.393,156.74,11.279794100000002,20,160
Test1_160A_20TS_160WFR,11.52,14.557,156.62,11.3995867,20,160
Test1_160A_20TS_160WFR,11.62,14.594,156.62,11.4285614,20,160
Test1_160A_20TS_160WFR,11.72,14.686,156.62,11.5006066,20,160
Test1_160A_20TS_160WFR,11.82,14.612,156.62,11.4426572,20,160
Test1_160A_20TS_160WFR,11.92,14.521,156.62,11.371395100000004,20,160
Test1_160A_20TS_160WFR,12.02,14.521,156.62,11.371395100000004,20,160
Test1_160A_20TS_160WFR,12.12,14.447,156.62,11.3134457,20,160
Test1_160A_20TS_160WFR,12.22,14.466,156.74,11.3370042,20,160
Test1_160A_20TS_160WFR,12.32,14.447,156.74,11.3221139,20,160
Test1_160A_20TS_160WFR,12.42,14.612,156.62,11.4426572,20,160
Test1_160A_20TS_160WFR,12.52,14.576,156.62,11.414465600000002,20,160
Test1_160A_20TS_160WFR,12.62,14.484,156.62,11.342420400000002,20,160
Test1_160A_20TS_160WFR,12.72,14.502,156.62,11.356516200000002,20,160
Test1_160A_20TS_160WFR,12.82,14.484,156.62,11.342420400000002,20,160
Test1_160A_20TS_160WFR,12.92,14.612,156.62,11.4426572,20,160
Test1_160A_20TS_160WFR,13.02,14.631,156.62,11.4575361,20,160
Test1_160A_20TS_160WFR,13.12,14.521,156.62,11.371395100000004,20,160
Test1_160A_20TS_160WFR,13.22,14.301,156.62,11.1991131,20,160
Test1_160A_20TS_160WFR,13.32,14.228,156.74,11.1504836,20,160
Test1_160A_20TS_160WFR,13.42,14.466,156.62,11.3283246,20,160
Test1_160A_20TS_160WFR,13.52,14.631,156.5,11.4487575,20,160
Test1_160A_20TS_160WFR,13.62,14.557,156.62,11.3995867,20,160
Test1_160A_20TS_160WFR,13.72,14.466,156.62,11.3283246,20,160
Test1_160A_20TS_160WFR,13.82,14.539,156.5,11.3767675,20,160
Test1_160A_20TS_160WFR,13.92,14.393,156.62,11.271158300000002,20,160
Test1_160A_20TS_160WFR,14.02,14.521,156.5,11.3626825,20,160
Test1_160A_20TS_160WFR,14.12,14.502,156.62,11.356516200000002,20,160
Test1_160A_20TS_160WFR,14.22,14.521,156.62,11.371395100000004,20,160
Test1_160A_20TS_160WFR,14.32,14.521,156.62,11.371395100000004,20,160
Test1_160A_20TS_160WFR,14.42,14.393,156.62,11.271158300000002,20,160
Test1_160A_20TS_160WFR,14.52,14.429,156.62,11.2993499,20,160
Test1_160A_20TS_160WFR,14.62,14.521,156.62,11.371395100000004,20,160
Test1_160A_20TS_160WFR,14.72,14.576,156.5,11.40572,20,160
Test1_160A_20TS_160WFR,14.82,14.521,156.5,11.3626825,20,160
Test1_160A_20TS_160WFR,14.92,14.484,156.62,11.342420400000002,20,160
Test1_160A_20TS_160WFR,15.02,14.447,156.62,11.3134457,20,160
Test1_160A_20TS_160WFR,15.12,14.576,156.5,11.40572,20,160
Test1_160A_20TS_160WFR,15.22,14.521,156.5,11.3626825,20,160
Test1_160A_20TS_160WFR,15.32,14.594,156.5,11.419804999999998,20,160
Test1_160A_20TS_160WFR,15.42,14.594,156.5,11.419804999999998,20,160
Test1_160A_20TS_160WFR,15.52,14.521,156.62,11.371395100000004,20,160
Test1_160A_20TS_160WFR,15.62,14.539,156.62,11.3854909,20,160
Test1_160A_20TS_160WFR,15.72,14.521,156.62,11.371395100000004,20,160
Test1_160A_20TS_160WFR,15.82,14.447,156.62,11.3134457,20,160
Test1_160A_20TS_160WFR,15.92,14.356,156.62,11.2421836,20,160
Test1_160A_20TS_160WFR,16.02,14.429,156.62,11.2993499,20,160
Test1_160A_20TS_160WFR,16.12,14.594,156.62,11.4285614,20,160
Test1_160A_20TS_160WFR,16.22,14.594,156.62,11.4285614,20,160
Test1_160A_20TS_160WFR,16.32,14.521,156.62,11.371395100000004,20,160
Test1_160A_20TS_160WFR,16.42,14.539,156.62,11.3854909,20,160
Test1_160A_20TS_160WFR,16.52,14.612,156.5,11.433889999999998,20,160
Test1_160A_20TS_160WFR,16.62,14.594,156.5,11.419804999999998,20,160
Test1_160A_20TS_160WFR,16.72,14.411,156.62,11.2852541,20,160
Test1_160A_20TS_160WFR,16.82,14.466,156.62,11.3283246,20,160
Test1_160A_20TS_160WFR,16.92,14.374,156.62,11.2562794,20,160
Test1_160A_20TS_160WFR,17.02,14.521,156.62,11.371395100000004,20,160
Test1_160A_20TS_160WFR,17.12,14.502,156.62,11.356516200000002,20,160
Test1_160A_20TS_160WFR,17.22,14.466,156.62,11.3283246,20,160
Test1_160A_20TS_160WFR,17.32,14.447,156.62,11.3134457,20,160
Test1_160A_20TS_160WFR,17.42,14.502,156.62,11.356516200000002,20,160
Test1_160A_20TS_160WFR,17.52,14.484,156.62,11.342420400000002,20,160
Test1_160A_20TS_160WFR,17.62,14.466,156.62,11.3283246,20,160
Test1_160A_20TS_160WFR,17.72,14.594,156.5,11.419804999999998,20,160
Test1_160A_20TS_160WFR,17.82,14.74,156.5,11.53405,20,160
Test1_160A_20TS_160WFR,17.92,14.686,156.62,11.5006066,20,160
Test1_160A_20TS_160WFR,18.02,14.667,156.62,11.4857277,20,160
Test1_160A_20TS_160WFR,18.12,14.612,156.62,11.4426572,20,160
Test1_160A_20TS_160WFR,18.22,14.649,156.62,11.4716319,20,160
Test1_160A_20TS_160WFR,18.32,14.649,156.5,11.4628425,20,160
Test1_160A_20TS_160WFR,18.42,14.667,156.5,11.4769275,20,160
Test1_160A_20TS_160WFR,18.52,14.502,156.62,11.356516200000002,20,160
Test1_160A_20TS_160WFR,18.62,14.594,156.62,11.4285614,20,160
Test1_160A_20TS_160WFR,18.72,14.521,156.62,11.371395100000004,20,160
Test1_160A_20TS_160WFR,18.82,14.576,156.62,11.414465600000002,20,160
Test1_160A_20TS_160WFR,18.92,14.631,156.62,11.4575361,20,160
Test1_160A_20TS_160WFR,19.02,14.594,156.62,11.4285614,20,160
Test1_160A_20TS_160WFR,19.12,14.393,156.62,11.271158300000002,20,160
Test1_160A_20TS_160WFR,19.22,14.154,156.74,11.0924898,20,160
Test1_160A_20TS_160WFR,19.32,14.338,156.62,11.2280878,20,160
Test1_160A_20TS_160WFR,19.42,14.576,156.5,11.40572,20,160
Test1_160A_20TS_160WFR,19.52,14.557,156.5,11.3908525,20,160
Test1_160A_20TS_160WFR,19.62,14.484,156.62,11.342420400000002,20,160
Test1_160A_20TS_160WFR,19.72,14.466,156.5,11.319645,20,160
Test1_160A_20TS_160WFR,19.82,14.649,156.5,11.4628425,20,160
Test1_160A_20TS_160WFR,19.92,14.502,156.62,11.356516200000002,20,160
Test1_160A_20TS_160WFR,20.02,14.521,156.62,11.371395100000004,20,160
Test1_160A_20TS_160WFR,20.12,14.521,156.62,11.371395100000004,20,160
Test1_160A_20TS_160WFR,20.22,14.649,156.62,11.4716319,20,160
Test1_160A_20TS_160WFR,20.32,14.594,156.5,11.419804999999998,20,160
Test1_160A_20TS_160WFR,20.42,14.612,156.5,11.433889999999998,20,160
Test1_160A_20TS_160WFR,20.52,14.649,156.5,11.4628425,20,160
Test1_160A_20TS_160WFR,20.62,14.594,156.62,11.4285614,20,160
Test1_160A_20TS_160WFR,20.72,14.539,156.62,11.3854909,20,160
Test1_160A_20TS_160WFR,20.82,14.374,156.62,11.2562794,20,160
Test1_160A_20TS_160WFR,20.92,14.393,156.62,11.271158300000002,20,160
Test1_160A_20TS_160WFR,21.02,14.393,156.62,11.271158300000002,20,160
Test1_160A_20TS_160WFR,21.12,14.594,156.5,11.419804999999998,20,160
Test1_160A_20TS_160WFR,21.22,14.484,156.62,11.342420400000002,20,160
Test1_160A_20TS_160WFR,21.32,14.521,156.62,11.371395100000004,20,160
Test1_160A_20TS_160WFR,21.42,14.576,156.62,11.414465600000002,20,160
Test1_160A_20TS_160WFR,21.52,14.502,156.62,11.356516200000002,20,160
Test1_160A_20TS_160WFR,21.62,14.576,156.62,11.414465600000002,20,160
Test1_160A_20TS_160WFR,21.72,14.612,156.62,11.4426572,20,160
Test1_160A_20TS_160WFR,21.82,14.521,156.62,11.371395100000004,20,160
Test1_160A_20TS_160WFR,21.92,14.539,156.62,11.3854909,20,160
Test1_160A_20TS_160WFR,22.02,14.594,156.62,11.4285614,20,160
Test1_160A_20TS_160WFR,22.12,14.612,156.62,11.4426572,20,160
Test1_160A_20TS_160WFR,22.22,14.686,156.62,11.5006066,20,160
Test1_160A_20TS_160WFR,22.32,14.484,156.62,11.342420400000002,20,160
Test1_160A_20TS_160WFR,22.42,14.594,156.62,11.4285614,20,160
Test1_160A_20TS_160WFR,22.52,14.649,156.5,11.4628425,20,160
Test1_160A_20TS_160WFR,22.62,14.722,156.5,11.519965,20,160
Test1_160A_20TS_160WFR,22.72,14.594,156.62,11.4285614,20,160
Test1_160A_20TS_160WFR,22.82,14.594,156.62,11.4285614,20,160
Test1_160A_20TS_160WFR,22.92,14.539,156.62,11.3854909,20,160
Test1_160A_20TS_160WFR,23.02,14.612,156.62,11.4426572,20,160
Test1_160A_20TS_160WFR,23.12,14.557,156.62,11.3995867,20,160
Test1_160A_20TS_160WFR,23.22,14.612,156.62,11.4426572,20,160
Test1_160A_20TS_160WFR,23.32,14.759,156.5,11.5489175,20,160
Test1_160A_20TS_160WFR,23.42,14.722,156.5,11.519965,20,160
Test1_160A_20TS_160WFR,23.52,14.649,156.5,11.4628425,20,160
Test1_160A_20TS_160WFR,23.62,14.631,156.62,11.4575361,20,160
Test1_160A_20TS_160WFR,23.72,14.667,156.62,11.4857277,20,160
Test1_160A_20TS_160WFR,23.82,14.667,156.62,11.4857277,20,160
Test1_160A_20TS_160WFR,23.92,14.722,156.62,11.5287982,20,160
Test1_160A_20TS_160WFR,24.02,14.631,156.62,11.4575361,20,160
Test1_160A_20TS_160WFR,24.12,14.557,156.62,11.3995867,20,160
Test1_160A_20TS_160WFR,24.22,14.393,156.74,11.279794100000002,20,160
Test1_160A_20TS_160WFR,24.32,14.447,156.62,11.3134457,20,160
Test1_160A_20TS_160WFR,24.42,14.411,156.62,11.2852541,20,160
Test1_160A_20TS_160WFR,24.52,14.466,156.5,11.319645,20,160
Test1_160A_20TS_160WFR,24.62,14.374,156.62,11.2562794,20,160
Test1_160A_20TS_160WFR,24.72,14.319,156.62,11.2132089,20,160
Test1_160A_20TS_160WFR,24.82,14.338,156.74,11.2366906,20,160
Test1_160A_20TS_160WFR,24.92,14.411,156.62,11.2852541,20,160
Test1_160A_20TS_160WFR,25.02,14.319,156.62,11.2132089,20,160
Test1_160A_20TS_160WFR,25.12,14.356,156.62,11.2421836,20,160
Test1_160A_20TS_160WFR,25.22,14.246,156.74,11.1645902,20,160
Test1_160A_20TS_160WFR,25.32,14.502,156.74,11.3652174,20,160
Test1_160A_20TS_160WFR,25.42,14.374,156.74,11.264903800000004,20,160
Test1_160A_20TS_160WFR,25.52,14.429,156.62,11.2993499,20,160
Test1_160A_20TS_160WFR,25.62,14.356,156.74,11.2507972,20,160
Test1_160A_20TS_160WFR,25.72,14.429,156.74,11.308007300000002,20,160
Test1_160A_20TS_160WFR,25.82,14.301,156.74,11.2076937,20,160
Test1_160A_20TS_160WFR,25.92,14.502,156.62,11.356516200000002,20,160
Test1_160A_20TS_160WFR,26.02,14.576,156.62,11.414465600000002,20,160
Test1_160A_20TS_160WFR,26.12,14.612,156.62,11.4426572,20,160
Test1_160A_20TS_160WFR,26.22,14.484,156.62,11.342420400000002,20,160
Test1_160A_20TS_160WFR,26.32,14.484,156.74,11.3511108,20,160
Test1_160A_20TS_160WFR,26.42,14.557,156.62,11.3995867,20,160
Test1_160A_20TS_160WFR,26.52,14.557,156.62,11.3995867,20,160
Test1_160A_20TS_160WFR,26.62,14.502,156.62,11.356516200000002,20,160
Test1_160A_20TS_160WFR,26.72,14.484,156.62,11.342420400000002,20,160
Test1_160A_20TS_160WFR,26.82,14.502,156.62,11.356516200000002,20,160
Test1_160A_20TS_160WFR,26.92,14.484,156.62,11.342420400000002,20,160
Test1_160A_20TS_160WFR,27.02,14.338,156.74,11.2366906,20,160
Test1_160A_20TS_160WFR,27.12,14.484,156.62,11.342420400000002,20,160
Test1_160A_20TS_160WFR,27.22,14.301,156.62,11.1991131,20,160
Test1_160A_20TS_160WFR,27.32,14.411,156.62,11.2852541,20,160
Test1_160A_20TS_160WFR,27.42,14.447,156.62,11.3134457,20,160
Test1_160A_20TS_160WFR,27.52,14.576,156.62,11.414465600000002,20,160
Test1_160A_20TS_160WFR,27.62,14.576,156.62,11.414465600000002,20,160
Test1_160A_20TS_160WFR,27.72,14.557,156.62,11.3995867,20,160
Test1_160A_20TS_160WFR,27.82,14.521,156.62,11.371395100000004,20,160
Test1_160A_20TS_160WFR,27.92,14.319,156.62,11.2132089,20,160
Test1_160A_20TS_160WFR,28.02,14.319,156.74,11.221800300000002,20,160
Test1_160A_20TS_160WFR,28.12,14.484,156.62,11.342420400000002,20,160
Test1_160A_20TS_160WFR,28.22,14.722,156.62,11.5287982,20,160
Test1_160A_20TS_160WFR,28.32,14.649,156.62,11.4716319,20,160
Test1_160A_20TS_160WFR,28.42,14.594,156.62,11.4285614,20,160
Test1_160A_20TS_160WFR,28.52,14.502,156.62,11.356516200000002,20,160
Test1_160A_20TS_160WFR,28.62,14.594,156.62,11.4285614,20,160
Test1_160A_20TS_160WFR,28.72,14.74,156.5,11.53405,20,160
Test1_160A_20TS_160WFR,28.82,14.612,156.62,11.4426572,20,160
Test1_160A_20TS_160WFR,28.92,14.594,156.62,11.4285614,20,160
Test1_160A_20TS_160WFR,29.02,14.539,156.62,11.3854909,20,160
Test1_160A_20TS_160WFR,29.12,14.502,156.62,11.356516200000002,20,160
Test1_160A_20TS_160WFR,29.22,14.539,156.62,11.3854909,20,160
Test1_160A_20TS_160WFR,29.32,14.411,156.62,11.2852541,20,160
Test1_160A_20TS_160WFR,29.42,14.484,156.62,11.342420400000002,20,160
Test1_160A_20TS_160WFR,29.52,14.411,156.74,11.2939007,20,160
Test1_160A_20TS_160WFR,29.62,14.576,156.62,11.414465600000002,20,160
Test1_160A_20TS_160WFR,29.72,14.466,156.62,11.3283246,20,160
Test1_160A_20TS_160WFR,29.82,14.539,156.62,11.3854909,20,160
Test1_160A_20TS_160WFR,29.92,14.667,156.5,11.4769275,20,160
Test1_160A_20TS_160WFR,30.02,14.667,156.5,11.4769275,20,160
Test1_160A_20TS_160WFR,30.12,14.576,156.5,11.40572,20,160
Test1_160A_20TS_160WFR,30.22,14.576,156.62,11.414465600000002,20,160
Test1_160A_20TS_160WFR,30.32,14.521,156.62,11.371395100000004,20,160
Test1_160A_20TS_160WFR,30.42,14.557,156.62,11.3995867,20,160
Test1_160A_20TS_160WFR,30.52,14.686,156.5,11.491795,20,160
Test1_160A_20TS_160WFR,30.62,14.686,156.5,11.491795,20,160
Test1_160A_20TS_160WFR,30.72,14.594,156.62,11.4285614,20,160
Test1_160A_20TS_160WFR,30.82,14.539,156.62,11.3854909,20,160
Test1_160A_20TS_160WFR,30.92,14.411,156.74,11.2939007,20,160
Test1_160A_20TS_160WFR,31.02,14.374,156.74,11.264903800000004,20,160
Test1_160A_20TS_160WFR,31.12,14.411,156.62,11.2852541,20,160
Test1_160A_20TS_160WFR,31.22,14.356,156.62,11.2421836,20,160
Test1_160A_20TS_160WFR,31.32,14.411,156.62,11.2852541,20,160
Test1_160A_20TS_160WFR,31.42,14.667,156.5,11.4769275,20,160
Test1_160A_20TS_160WFR,31.52,14.777,156.5,11.5630025,20,160
Test1_160A_20TS_160WFR,31.62,14.631,156.5,11.4487575,20,160
Test1_160A_20TS_160WFR,31.72,14.631,156.5,11.4487575,20,160
Test1_160A_20TS_160WFR,31.82,14.795,156.5,11.5770875,20,160
Test1_160A_20TS_160WFR,31.92,14.667,156.5,11.4769275,20,160
Test1_160A_20TS_160WFR,32.02,14.704,156.5,11.50588,20,160
Test1_160A_20TS_160WFR,32.12,14.521,156.62,11.371395100000004,20,160
Test1_160A_20TS_160WFR,32.22,14.521,156.62,11.371395100000004,20,160
Test1_160A_20TS_160WFR,32.32,14.594,156.62,11.4285614,20,160
Test1_160A_20TS_160WFR,32.42,14.704,156.62,11.5147024,20,160
Test1_160A_20TS_160WFR,32.52,14.594,156.62,11.4285614,20,160
Test1_160A_20TS_160WFR,32.62,14.466,156.62,11.3283246,20,160
Test1_160A_20TS_160WFR,32.72,14.686,156.5,11.491795,20,160
Test1_160A_20TS_160WFR,32.82,14.722,156.5,11.519965,20,160
Test1_160A_20TS_160WFR,32.92,14.777,156.5,11.5630025,20,160
Test1_160A_20TS_160WFR,33.02,14.649,156.62,11.4716319,20,160
Test1_160A_20TS_160WFR,33.12,14.576,156.62,11.414465600000002,20,160
Test1_160A_20TS_160WFR,33.22,14.539,156.62,11.3854909,20,160
Test1_160A_20TS_160WFR,33.32,14.667,156.62,11.4857277,20,160
Test1_160A_20TS_160WFR,33.42,14.649,156.62,11.4716319,20,160
Test1_160A_20TS_160WFR,33.52,14.631,156.62,11.4575361,20,160
Test1_160A_20TS_160WFR,33.62,14.612,156.5,11.433889999999998,20,160
Test1_160A_20TS_160WFR,33.72,14.631,156.5,11.4487575,20,160
Test1_160A_20TS_160WFR,33.82,14.612,156.62,11.4426572,20,160
Test1_160A_20TS_160WFR,33.92,14.521,156.62,11.371395100000004,20,160
Test1_160A_20TS_160WFR,34.02,14.631,156.62,11.4575361,20,160
Test1_160A_20TS_160WFR,34.12,14.539,156.62,11.3854909,20,160
Test1_160A_20TS_160WFR,34.22,14.576,156.62,11.414465600000002,20,160
Test1_160A_20TS_160WFR,34.32,14.686,156.5,11.491795,20,160
Test1_160A_20TS_160WFR,34.42,14.631,156.62,11.4575361,20,160
Test1_160A_20TS_160WFR,34.52,14.704,156.62,11.5147024,20,160
Test1_160A_20TS_160WFR,34.62,14.759,156.62,11.5577729,20,160
Test1_160A_20TS_160WFR,34.72,14.667,156.62,11.4857277,20,160
Test1_160A_20TS_160WFR,34.82,14.594,156.62,11.4285614,20,160
Test1_160A_20TS_160WFR,34.92,14.576,156.62,11.414465600000002,20,160
Test1_160A_20TS_160WFR,35.02,14.631,156.62,11.4575361,20,160
Test1_160A_20TS_160WFR,35.12,14.594,156.62,11.4285614,20,160
Test1_160A_20TS_160WFR,35.22,14.722,156.5,11.519965,20,160
Test1_160A_20TS_160WFR,35.32,14.521,156.5,11.3626825,20,160
Test1_160A_20TS_160WFR,35.42,14.576,156.5,11.40572,20,160
Test1_160A_20TS_160WFR,35.52,14.686,156.5,11.491795,20,160
Test1_160A_20TS_160WFR,35.62,14.777,156.5,11.5630025,20,160
Test1_160A_20TS_160WFR,35.72,14.777,156.5,11.5630025,20,160
Test1_160A_20TS_160WFR,35.82,14.521,156.62,11.371395100000004,20,160
Test1_160A_20TS_160WFR,35.92,14.576,156.62,11.414465600000002,20,160
Test1_160A_20TS_160WFR,36.02,14.649,156.5,11.4628425,20,160
Test1_160A_20TS_160WFR,36.12,14.777,156.5,11.5630025,20,160
Test1_160A_20TS_160WFR,36.22,14.539,156.62,11.3854909,20,160
Test1_160A_20TS_160WFR,36.32,14.521,156.62,11.371395100000004,20,160
