Folder,Time,Avg Voltage,Avg Current,Heat input,Travel Speed,Wire Feed Rate,label
Val4_145A_18TS_200WFR,15.12,14.118,142.46,11.1736126666667,18,200,Normal
Val4_145A_18TS_200WFR,15.22,14.1,142.46,11.1593666666667,18,200,Normal
Val4_145A_18TS_200WFR,15.32,14.081,142.46,11.1443292222222,18,200,Normal
Val4_145A_18TS_200WFR,15.42,14.063,142.46,11.1300832222222,18,200,Normal
Val4_145A_18TS_200WFR,15.52,14.045,142.46,11.1158372222222,18,200,Normal
Val4_145A_18TS_200WFR,15.62,14.026,142.46,11.1007997777778,18,200,Normal
Val4_145A_18TS_200WFR,15.72,14.008,142.46,11.0865537777778,18,200,Normal
Val4_145A_18TS_200WFR,15.82,14.008,142.46,11.0865537777778,18,200,Normal
Val4_145A_18TS_200WFR,15.92,14.026,142.34,11.0914491111111,18,200,Normal
Val4_145A_18TS_200WFR,16.02,14.008,142.34,11.0772151111111,18,200,Normal
Val4_145A_18TS_200WFR,16.12,14.045,142.34,11.1064738888889,18,200,Normal
Val4_145A_18TS_200WFR,16.22,14.026,142.34,11.0914491111111,18,200,Normal
Val4_145A_18TS_200WFR,16.32,14.026,142.34,11.0914491111111,18,200,Normal
Val4_145A_18TS_200WFR,16.42,14.008,142.46,11.0865537777778,18,200,Normal
Val4_145A_18TS_200WFR,16.52,13.99,142.46,11.0723077777778,18,200,Normal
Val4_145A_18TS_200WFR,16.62,13.935,142.46,11.0287783333333,18,200,Normal
Val4_145A_18TS_200WFR,16.72,13.935,142.34,11.0194883333333,18,200,Normal
Val4_145A_18TS_200WFR,16.82,14.008,142.34,11.0772151111111,18,200,Normal
Val4_145A_18TS_200WFR,16.92,14.081,142.34,11.1349418888889,18,200,Normal
Val4_145A_18TS_200WFR,17.02,14.081,142.34,11.1349418888889,18,200,Normal
Val4_145A_18TS_200WFR,17.12,14.045,142.34,11.1064738888889,18,200,Normal
Val4_145A_18TS_200WFR,17.22,14.008,142.34,11.0772151111111,18,200,Normal
Val4_145A_18TS_200WFR,17.32,14.008,142.34,11.0772151111111,18,200,Normal
Val4_145A_18TS_200WFR,17.42,14.008,142.34,11.0772151111111,18,200,Normal
Val4_145A_18TS_200WFR,17.52,14.008,142.34,11.0772151111111,18,200,Normal
Val4_145A_18TS_200WFR,17.62,14.008,142.34,11.0772151111111,18,200,Normal
Val4_145A_18TS_200WFR,17.72,13.935,142.34,11.0194883333333,18,200,Normal
Val4_145A_18TS_200WFR,17.82,13.953,142.34,11.0337223333333,18,200,Normal
Val4_145A_18TS_200WFR,17.92,13.953,142.34,11.0337223333333,18,200,Normal
Val4_145A_18TS_200WFR,18.02,13.935,142.34,11.0194883333333,18,200,Normal
Val4_145A_18TS_200WFR,18.12,13.953,142.34,11.0337223333333,18,200,Normal
Val4_145A_18TS_200WFR,18.22,13.971,142.34,11.0479563333333,18,200,Normal
Val4_145A_18TS_200WFR,18.32,14.026,142.34,11.0914491111111,18,200,Normal
Val4_145A_18TS_200WFR,18.42,14.045,142.34,11.1064738888889,18,200,Normal
Val4_145A_18TS_200WFR,18.52,14.081,142.34,11.1349418888889,18,200,Normal
Val4_145A_18TS_200WFR,18.62,14.045,142.34,11.1064738888889,18,200,Normal
Val4_145A_18TS_200WFR,18.72,14.045,142.34,11.1064738888889,18,200,Normal
Val4_145A_18TS_200WFR,18.82,14.063,142.34,11.1207078888889,18,200,Normal
Val4_145A_18TS_200WFR,18.92,14.1,142.46,11.1593666666667,18,200,Normal
Val4_145A_18TS_200WFR,19.02,14.063,142.46,11.1300832222222,18,200,Normal
Val4_145A_18TS_200WFR,19.12,14.026,142.46,11.1007997777778,18,200,Normal
Val4_145A_18TS_200WFR,19.22,13.953,142.34,11.0337223333333,18,200,Normal
Val4_145A_18TS_200WFR,19.32,13.935,142.46,11.0287783333333,18,200,Normal
Val4_145A_18TS_200WFR,19.42,13.99,142.46,11.0723077777778,18,200,Normal
Val4_145A_18TS_200WFR,19.52,14.045,142.46,11.1158372222222,18,200,Normal
Val4_145A_18TS_200WFR,19.62,14.081,142.34,11.1349418888889,18,200,Normal
Val4_145A_18TS_200WFR,19.72,14.063,142.46,11.1300832222222,18,200,Normal
Val4_145A_18TS_200WFR,19.82,14.045,142.46,11.1158372222222,18,200,Normal
Val4_145A_18TS_200WFR,19.92,14.063,142.46,11.1300832222222,18,200,Normal
Val4_145A_18TS_200WFR,20.02,14.063,142.34,11.1207078888889,18,200,Normal
Val4_145A_18TS_200WFR,20.12,14.045,142.34,11.1064738888889,18,200,Normal
Val4_145A_18TS_200WFR,20.22,14.026,142.34,11.0914491111111,18,200,Normal
Val4_145A_18TS_200WFR,20.32,13.99,142.34,11.0629811111111,18,200,Normal
Val4_145A_18TS_200WFR,20.42,13.971,142.34,11.0479563333333,18,200,Normal
Val4_145A_18TS_200WFR,20.52,13.916,142.34,11.0044635555556,18,200,Normal
Val4_145A_18TS_200WFR,20.62,13.88,142.46,10.9852488888889,18,200,Normal
Val4_145A_18TS_200WFR,20.72,13.916,142.46,11.0137408888889,18,200,Normal
Val4_145A_18TS_200WFR,20.82,13.971,142.46,11.0572703333333,18,200,Normal
Val4_145A_18TS_200WFR,20.92,14.008,142.34,11.0772151111111,18,200,Normal
Val4_145A_18TS_200WFR,21.02,13.99,142.34,11.0629811111111,18,200,Normal
Val4_145A_18TS_200WFR,21.12,13.953,142.34,11.0337223333333,18,200,Normal
Val4_145A_18TS_200WFR,21.22,13.953,142.34,11.0337223333333,18,200,Normal
Val4_145A_18TS_200WFR,21.32,13.953,142.34,11.0337223333333,18,200,Normal
Val4_145A_18TS_200WFR,21.42,13.971,142.34,11.0479563333333,18,200,Normal
Val4_145A_18TS_200WFR,21.52,13.99,142.34,11.0629811111111,18,200,Normal
Val4_145A_18TS_200WFR,21.62,14.026,142.46,11.1007997777778,18,200,Normal
Val4_145A_18TS_200WFR,21.72,14.026,142.46,11.1007997777778,18,200,Normal
Val4_145A_18TS_200WFR,21.82,14.008,142.46,11.0865537777778,18,200,Normal
Val4_145A_18TS_200WFR,21.92,13.971,142.34,11.0479563333333,18,200,Normal
Val4_145A_18TS_200WFR,22.02,13.971,142.34,11.0479563333333,18,200,Normal
Val4_145A_18TS_200WFR,22.12,13.971,142.34,11.0479563333333,18,200,Normal
Val4_145A_18TS_200WFR,22.22,13.916,142.34,11.0044635555556,18,200,Normal
Val4_145A_18TS_200WFR,22.32,13.88,142.34,10.9759955555556,18,200,Normal
Val4_145A_18TS_200WFR,22.42,13.898,142.34,10.9902295555556,18,200,Normal
Val4_145A_18TS_200WFR,22.52,13.971,142.34,11.0479563333333,18,200,Normal
Val4_145A_18TS_200WFR,22.62,13.971,142.34,11.0479563333333,18,200,Normal
Val4_145A_18TS_200WFR,22.72,13.953,142.34,11.0337223333333,18,200,Normal
Val4_145A_18TS_200WFR,22.82,13.935,142.34,11.0194883333333,18,200,Normal
Val4_145A_18TS_200WFR,22.92,13.916,142.34,11.0044635555556,18,200,Normal
Val4_145A_18TS_200WFR,23.02,13.935,142.34,11.0194883333333,18,200,Normal
Val4_145A_18TS_200WFR,23.12,13.953,142.46,11.0430243333333,18,200,Normal
Val4_145A_18TS_200WFR,23.22,13.971,142.46,11.0572703333333,18,200,Normal
Val4_145A_18TS_200WFR,23.32,13.953,142.34,11.0337223333333,18,200,Normal
Val4_145A_18TS_200WFR,23.42,13.971,142.46,11.0572703333333,18,200,Normal
Val4_145A_18TS_200WFR,23.52,13.99,142.46,11.0723077777778,18,200,Normal
Val4_145A_18TS_200WFR,23.62,13.99,142.46,11.0723077777778,18,200,Normal
Val4_145A_18TS_200WFR,23.72,14.008,142.46,11.0865537777778,18,200,Normal
Val4_145A_18TS_200WFR,23.82,14.008,142.46,11.0865537777778,18,200,Normal
Val4_145A_18TS_200WFR,23.92,14.026,142.46,11.1007997777778,18,200,Normal
Val4_145A_18TS_200WFR,24.02,14.026,142.46,11.1007997777778,18,200,Normal
Val4_145A_18TS_200WFR,24.12,14.008,142.46,11.0865537777778,18,200,Normal
Val4_145A_18TS_200WFR,24.22,13.971,142.46,11.0572703333333,18,200,Normal
Val4_145A_18TS_200WFR,24.32,13.971,142.34,11.0479563333333,18,200,Normal
Val4_145A_18TS_200WFR,24.42,13.971,142.46,11.0572703333333,18,200,Normal
Val4_145A_18TS_200WFR,24.52,13.971,142.34,11.0479563333333,18,200,Normal
Val4_145A_18TS_200WFR,24.62,13.953,142.34,11.0337223333333,18,200,Normal
Val4_145A_18TS_200WFR,24.72,13.916,142.34,11.0044635555556,18,200,Normal
Val4_145A_18TS_200WFR,24.82,13.898,142.46,10.9994948888889,18,200,Normal
Val4_145A_18TS_200WFR,24.92,13.862,142.46,10.9710028888889,18,200,Normal
Val4_145A_18TS_200WFR,25.02,13.843,142.46,10.9559654444444,18,200,Normal
Val4_145A_18TS_200WFR,25.12,13.862,142.34,10.9617615555556,18,200,Normal
Val4_145A_18TS_200WFR,25.22,13.898,142.34,10.9902295555556,18,200,Normal
Val4_145A_18TS_200WFR,25.32,13.916,142.46,11.0137408888889,18,200,Normal
Val4_145A_18TS_200WFR,25.42,13.898,142.46,10.9994948888889,18,200,Normal
Val4_145A_18TS_200WFR,25.52,13.916,142.46,11.0137408888889,18,200,Normal
Val4_145A_18TS_200WFR,25.62,13.935,142.46,11.0287783333333,18,200,Normal
Val4_145A_18TS_200WFR,25.72,13.971,142.46,11.0572703333333,18,200,Normal
Val4_145A_18TS_200WFR,25.82,13.971,142.46,11.0572703333333,18,200,Normal
Val4_145A_18TS_200WFR,25.92,13.971,142.46,11.0572703333333,18,200,Normal
Val4_145A_18TS_200WFR,26.02,14.008,142.34,11.0772151111111,18,200,Normal
Val4_145A_18TS_200WFR,26.12,14.008,142.46,11.0865537777778,18,200,Normal
Val4_145A_18TS_200WFR,26.22,14.026,142.46,11.1007997777778,18,200,Normal
Val4_145A_18TS_200WFR,26.32,14.045,142.46,11.1158372222222,18,200,Normal
Val4_145A_18TS_200WFR,26.42,14.045,142.46,11.1158372222222,18,200,Normal
Val4_145A_18TS_200WFR,26.52,14.045,142.46,11.1158372222222,18,200,Normal
Val4_145A_18TS_200WFR,26.62,14.063,142.46,11.1300832222222,18,200,Normal
Val4_145A_18TS_200WFR,26.72,14.063,142.46,11.1300832222222,18,200,Normal
Val4_145A_18TS_200WFR,26.82,14.045,142.46,11.1158372222222,18,200,Normal
Val4_145A_18TS_200WFR,26.92,14.045,142.46,11.1158372222222,18,200,Normal
Val4_145A_18TS_200WFR,27.02,14.026,142.46,11.1007997777778,18,200,Normal
Val4_145A_18TS_200WFR,27.12,13.99,142.46,11.0723077777778,18,200,Normal
Val4_145A_18TS_200WFR,27.22,13.953,142.46,11.0430243333333,18,200,Normal
Val4_145A_18TS_200WFR,27.32,13.953,142.46,11.0430243333333,18,200,Normal
Val4_145A_18TS_200WFR,27.42,13.99,142.46,11.0723077777778,18,200,Normal
Val4_145A_18TS_200WFR,27.52,14.008,142.46,11.0865537777778,18,200,Normal
Val4_145A_18TS_200WFR,27.62,14.008,142.46,11.0865537777778,18,200,Normal
Val4_145A_18TS_200WFR,27.72,13.99,142.46,11.0723077777778,18,200,Normal
Val4_145A_18TS_200WFR,27.82,13.971,142.46,11.0572703333333,18,200,Normal
Val4_145A_18TS_200WFR,27.92,13.953,142.46,11.0430243333333,18,200,Normal
Val4_145A_18TS_200WFR,28.02,13.953,142.46,11.0430243333333,18,200,Normal
Val4_145A_18TS_200WFR,28.12,13.953,142.34,11.0337223333333,18,200,Normal
Val4_145A_18TS_200WFR,28.22,13.935,142.34,11.0194883333333,18,200,Normal
Val4_145A_18TS_200WFR,28.32,14.026,142.34,11.0914491111111,18,200,Normal
Val4_145A_18TS_200WFR,28.42,14.008,142.34,11.0772151111111,18,200,Normal
Val4_145A_18TS_200WFR,28.52,13.898,142.34,10.9902295555556,18,200,Normal
Val4_145A_18TS_200WFR,28.62,13.916,142.46,11.0137408888889,18,200,Normal
Val4_145A_18TS_200WFR,28.72,13.953,142.46,11.0430243333333,18,200,Normal
Val4_145A_18TS_200WFR,28.82,13.99,142.46,11.0723077777778,18,200,Normal
Val4_145A_18TS_200WFR,28.92,13.971,142.46,11.0572703333333,18,200,Normal
Val4_145A_18TS_200WFR,29.02,13.99,142.46,11.0723077777778,18,200,Normal
Val4_145A_18TS_200WFR,29.12,13.971,142.46,11.0572703333333,18,200,Normal
Val4_145A_18TS_200WFR,29.22,13.953,142.46,11.0430243333333,18,200,Normal
Val4_145A_18TS_200WFR,29.32,13.916,142.46,11.0137408888889,18,200,Normal
Val4_145A_18TS_200WFR,29.42,13.898,142.46,10.9994948888889,18,200,Normal
Val4_145A_18TS_200WFR,29.52,13.935,142.46,11.0287783333333,18,200,Normal
Val4_145A_18TS_200WFR,29.62,13.935,142.46,11.0287783333333,18,200,Normal
Val4_145A_18TS_200WFR,29.72,13.916,142.46,11.0137408888889,18,200,Normal
Val4_145A_18TS_200WFR,29.82,13.88,142.46,10.9852488888889,18,200,Normal
Val4_145A_18TS_200WFR,29.92,13.916,142.46,11.0137408888889,18,200,Normal
Val4_145A_18TS_200WFR,30.02,13.935,142.46,11.0287783333333,18,200,Normal
Val4_145A_18TS_200WFR,30.12,13.935,142.34,11.0194883333333,18,200,Normal
Val4_145A_18TS_200WFR,30.22,13.935,142.46,11.0287783333333,18,200,Normal
Val4_145A_18TS_200WFR,30.32,13.935,142.46,11.0287783333333,18,200,Normal
Val4_145A_18TS_200WFR,30.42,13.916,142.46,11.0137408888889,18,200,Normal
Val4_145A_18TS_200WFR,30.52,13.971,142.46,11.0572703333333,18,200,Normal
Val4_145A_18TS_200WFR,30.62,14.008,142.46,11.0865537777778,18,200,Normal
Val4_145A_18TS_200WFR,30.72,14.008,142.46,11.0865537777778,18,200,Normal
Val4_145A_18TS_200WFR,30.82,14.008,142.46,11.0865537777778,18,200,Normal
Val4_145A_18TS_200WFR,30.92,13.953,142.46,11.0430243333333,18,200,Normal
Val4_145A_18TS_200WFR,31.02,13.898,142.46,10.9994948888889,18,200,Normal
Val4_145A_18TS_200WFR,31.12,13.916,142.46,11.0137408888889,18,200,Normal
Val4_145A_18TS_200WFR,31.22,14.008,142.46,11.0865537777778,18,200,Normal
Val4_145A_18TS_200WFR,31.32,14.063,142.46,11.1300832222222,18,200,Normal
Val4_145A_18TS_200WFR,31.42,14.081,142.46,11.1443292222222,18,200,Normal
Val4_145A_18TS_200WFR,31.52,14.063,142.46,11.1300832222222,18,200,Normal
Val4_145A_18TS_200WFR,31.62,14.081,142.46,11.1443292222222,18,200,Normal
Val4_145A_18TS_200WFR,31.72,14.063,142.46,11.1300832222222,18,200,Normal
Val4_145A_18TS_200WFR,31.82,14.081,142.46,11.1443292222222,18,200,Normal
Val4_145A_18TS_200WFR,31.92,14.1,142.46,11.1593666666667,18,200,Normal
Val4_145A_18TS_200WFR,32.02,14.1,142.46,11.1593666666667,18,200,Normal
Val4_145A_18TS_200WFR,32.12,14.045,142.46,11.1158372222222,18,200,Normal
Val4_145A_18TS_200WFR,32.22,13.99,142.34,11.0629811111111,18,200,Normal
Val4_145A_18TS_200WFR,32.32,13.971,142.34,11.0479563333333,18,200,Normal
Val4_145A_18TS_200WFR,32.42,13.99,142.46,11.0723077777778,18,200,Normal
Val4_145A_18TS_200WFR,32.52,14.045,142.46,11.1158372222222,18,200,Normal
Val4_145A_18TS_200WFR,32.62,14.1,142.46,11.1593666666667,18,200,Normal
Val4_145A_18TS_200WFR,32.72,14.118,142.46,11.1736126666667,18,200,Normal
Val4_145A_18TS_200WFR,32.82,14.1,142.46,11.1593666666667,18,200,Normal
Val4_145A_18TS_200WFR,32.92,14.1,142.46,11.1593666666667,18,200,Normal
Val4_145A_18TS_200WFR,33.02,14.081,142.34,11.1349418888889,18,200,Normal
Val4_145A_18TS_200WFR,33.12,14.081,142.46,11.1443292222222,18,200,Normal
Val4_145A_18TS_200WFR,33.22,14.081,142.46,11.1443292222222,18,200,Normal
Val4_145A_18TS_200WFR,33.32,14.081,142.46,11.1443292222222,18,200,Normal
Val4_145A_18TS_200WFR,33.42,14.063,142.46,11.1300832222222,18,200,Normal
Val4_145A_18TS_200WFR,33.52,14.063,142.46,11.1300832222222,18,200,Normal
Val4_145A_18TS_200WFR,33.62,14.045,142.46,11.1158372222222,18,200,Normal
Val4_145A_18TS_200WFR,33.72,14.026,142.46,11.1007997777778,18,200,Normal
Val4_145A_18TS_200WFR,33.82,14.008,142.46,11.0865537777778,18,200,Normal
Val4_145A_18TS_200WFR,33.92,14.026,142.46,11.1007997777778,18,200,Normal
Val4_145A_18TS_200WFR,34.02,14.045,142.46,11.1158372222222,18,200,Normal
Val4_145A_18TS_200WFR,34.12,14.045,142.46,11.1158372222222,18,200,Normal
Val4_145A_18TS_200WFR,34.22,14.063,142.46,11.1300832222222,18,200,Normal
Val4_145A_18TS_200WFR,34.32,14.045,142.46,11.1158372222222,18,200,Normal
Val4_145A_18TS_200WFR,34.42,14.045,142.46,11.1158372222222,18,200,Normal
Val4_145A_18TS_200WFR,34.52,14.045,142.46,11.1158372222222,18,200,Normal
Val4_145A_18TS_200WFR,34.62,14.045,142.46,11.1158372222222,18,200,Normal
Val4_145A_18TS_200WFR,34.72,14.008,142.46,11.0865537777778,18,200,Normal
Val4_145A_18TS_200WFR,34.82,14.008,142.46,11.0865537777778,18,200,Normal
Val4_145A_18TS_200WFR,34.92,14.045,142.46,11.1158372222222,18,200,Normal
Val4_145A_18TS_200WFR,35.02,14.063,142.46,11.1300832222222,18,200,Normal
Val4_145A_18TS_200WFR,35.12,14.081,142.46,11.1443292222222,18,200,Normal
Val4_145A_18TS_200WFR,35.22,14.081,142.46,11.1443292222222,18,200,Normal
Val4_145A_18TS_200WFR,35.32,14.081,142.46,11.1443292222222,18,200,Normal
Val4_145A_18TS_200WFR,35.42,14.081,142.46,11.1443292222222,18,200,Normal
Val4_145A_18TS_200WFR,35.52,14.081,142.46,11.1443292222222,18,200,Normal
Val4_145A_18TS_200WFR,35.62,14.081,142.46,11.1443292222222,18,200,Normal
Val4_145A_18TS_200WFR,35.72,14.081,142.46,11.1443292222222,18,200,Normal
Val4_145A_18TS_200WFR,35.82,14.063,142.46,11.1300832222222,18,200,Normal
Val4_145A_18TS_200WFR,35.92,14.045,142.46,11.1158372222222,18,200,Normal
Val4_145A_18TS_200WFR,36.02,14.063,142.46,11.1300832222222,18,200,Normal
Val4_145A_18TS_200WFR,36.12,14.1,142.46,11.1593666666667,18,200,Normal
Val4_145A_18TS_200WFR,36.22,14.118,142.34,11.1642006666667,18,200,Normal
Val4_145A_18TS_200WFR,36.32,14.118,142.34,11.1642006666667,18,200,Normal
Val4_145A_18TS_200WFR,36.42,14.1,142.46,11.1593666666667,18,200,Normal
Val4_145A_18TS_200WFR,36.52,14.1,142.46,11.1593666666667,18,200,Normal
Val4_145A_18TS_200WFR,36.62,14.081,142.46,11.1443292222222,18,200,Normal
Val4_145A_18TS_200WFR,36.72,14.081,142.46,11.1443292222222,18,200,Normal
Val4_145A_18TS_200WFR,36.82,14.081,142.46,11.1443292222222,18,200,Normal
Val4_145A_18TS_200WFR,36.92,14.118,142.46,11.1736126666667,18,200,Normal
Val4_145A_18TS_200WFR,37.02,14.118,142.46,11.1736126666667,18,200,Normal
Val4_145A_18TS_200WFR,37.12,14.081,142.46,11.1443292222222,18,200,Humping
Val4_145A_18TS_200WFR,37.22,14.063,142.46,11.1300832222222,18,200,Humping
Val4_145A_18TS_200WFR,37.32,14.081,142.46,11.1443292222222,18,200,Arc off
Val4_145A_18TS_200WFR,37.42,14.081,142.46,11.1443292222222,18,200,Arc off
Val4_145A_18TS_200WFR,37.52,14.1,142.46,11.1593666666667,18,200,Arc off
Val4_145A_18TS_200WFR,37.62,14.154,142.34,11.1926686666667,18,200,Arc off
Val4_145A_18TS_200WFR,37.72,14.154,142.34,11.1926686666667,18,200,Arc off
Val4_145A_18TS_200WFR,37.82,14.173,142.34,11.2076934444444,18,200,Arc off
